iter,timestep,episodes,train_fidelity,train_pulses,eval_fidelity,eval_pulses
100,25600,256,0.828722,12.0000,0.057792,12.0000
200,51200,256,0.945629,12.0000,0.156717,12.0000
300,76800,256,0.977712,12.0000,0.163066,12.0000
400,102400,256,0.985059,12.0000,0.184164,12.0000
500,128000,256,0.988597,12.0000,0.187622,12.0000
600,153600,256,0.989919,12.0000,0.192460,12.0000
700,179200,256,0.647305,12.0000,0.343282,12.0000
800,204800,256,0.806391,12.0000,0.409793,12.0000
900,230400,256,0.847070,12.0000,0.537776,12.0000
1000,256000,256,0.849398,12.0000,0.639157,12.0000
1100,281600,256,0.875155,12.0000,0.651102,12.0000
1200,307200,256,0.887519,12.0000,0.734799,12.0000
1300,332800,256,0.894110,12.0000,0.716359,12.0000
1400,358400,256,0.888664,12.0000,0.722407,12.0000
1500,384000,256,0.896509,12.0000,0.766560,12.0000
1600,409600,256,0.929752,12.0000,0.762286,12.0000
1700,435200,256,0.910242,12.0000,0.756936,12.0000
1800,460800,256,0.909664,12.0000,0.800464,12.0000
1900,486400,256,0.915744,12.0000,0.781739,12.0000
2000,512000,256,0.924512,12.0000,0.757573,12.0000
2100,537600,256,0.857392,12.0000,0.814024,12.0000
2200,563200,256,0.883722,12.0000,0.828247,12.0000
2300,588800,256,0.870122,12.0000,0.848682,12.0000
2400,614400,256,0.878127,12.0000,0.872405,12.0000
2500,640000,256,0.886481,12.0000,0.854863,12.0000
2600,665600,256,0.889396,12.0000,0.898982,12.0000
2700,691200,256,0.902576,12.0000,0.889149,12.0000
2800,716800,256,0.901251,12.0000,0.882670,12.0000
2900,742400,256,0.897906,12.0000,0.884720,12.0000
3000,768000,256,0.907480,12.0000,0.902767,12.0000
3100,793600,256,0.899183,12.0000,0.877238,12.0000
3200,819200,256,0.911385,12.0000,0.882113,12.0000
3300,844800,256,0.903649,12.0000,0.897015,12.0000
3400,870400,256,0.922774,12.0000,0.890185,12.0000
3500,896000,256,0.911505,12.0000,0.901968,12.0000
3600,921600,256,0.893799,12.0000,0.910159,12.0000
3700,947200,256,0.887815,12.0000,0.913955,12.0000
3800,972800,256,0.897616,12.0000,0.907301,12.0000
3900,998400,256,0.911518,12.0000,0.915063,12.0000
4000,1024000,256,0.898425,12.0000,0.892733,12.0000
4100,1049600,256,0.905702,12.0000,0.904497,12.0000
4200,1075200,256,0.909684,12.0000,0.913360,12.0000
4300,1100800,256,0.894112,12.0000,0.924775,12.0000
4400,1126400,256,0.911797,12.0000,0.900968,12.0000
4500,1152000,256,0.910860,12.0000,0.925981,12.0000
4600,1177600,256,0.898904,12.0000,0.930928,12.0000
4700,1203200,256,0.911620,12.0000,0.914146,12.0000
4800,1228800,256,0.909825,12.0000,0.920489,12.0000
4900,1254400,256,0.890816,12.0000,0.919204,12.0000
5000,1280000,256,0.886935,12.0000,0.901361,12.0000
5100,1305600,256,0.898546,12.0000,0.925193,12.0000
5200,1331200,256,0.906969,12.0000,0.904252,12.0000
5300,1356800,256,0.916808,12.0000,0.929610,12.0000
5400,1382400,256,0.908939,12.0000,0.920256,12.0000
5500,1408000,256,0.906347,12.0000,0.934778,12.0000
5600,1433600,256,0.921761,12.0000,0.927282,12.0000
5700,1459200,256,0.915661,12.0000,0.915240,12.0000
5800,1484800,256,0.909144,12.0000,0.943336,12.0000
5900,1510400,256,0.900041,12.0000,0.935377,12.0000
6000,1536000,256,0.906790,12.0000,0.936481,12.0000
6100,1561600,256,0.915997,12.0000,0.932256,12.0000
6200,1587200,256,0.912584,12.0000,0.937156,12.0000
6300,1612800,256,0.896758,12.0000,0.927878,12.0000
6400,1638400,256,0.905242,12.0000,0.929712,12.0000
6500,1664000,256,0.911168,12.0000,0.938922,12.0000
6600,1689600,256,0.908597,12.0000,0.939039,12.0000
6700,1715200,256,0.913969,12.0000,0.921439,12.0000
6800,1740800,256,0.910292,12.0000,0.947239,12.0000
6900,1766400,256,0.904267,12.0000,0.922306,12.0000
7000,1792000,256,0.914784,12.0000,0.943145,12.0000
7100,1817600,256,0.911922,12.0000,0.933570,12.0000
7200,1843200,256,0.916437,12.0000,0.936185,12.0000
7300,1868800,256,0.919967,12.0000,0.949951,12.0000
7400,1894400,256,0.906399,12.0000,0.939119,12.0000
7500,1920000,256,0.923891,12.0000,0.949807,12.0000
7600,1945600,256,0.902961,12.0000,0.952626,12.0000
7700,1971200,256,0.913175,12.0000,0.928520,12.0000
7800,1996800,256,0.924172,12.0000,0.937765,12.0000
7900,2022400,256,0.909797,12.0000,0.942182,12.0000
8000,2048000,256,0.932000,12.0000,0.948182,12.0000
8100,2073600,256,0.909786,12.0000,0.933878,12.0000
8200,2099200,256,0.922152,12.0000,0.933876,12.0000
8300,2124800,256,0.919069,12.0000,0.940730,12.0000
8400,2150400,256,0.914801,12.0000,0.946902,12.0000
8500,2176000,256,0.904941,12.0000,0.944770,12.0000
8600,2201600,256,0.920116,12.0000,0.955268,12.0000
8700,2227200,256,0.911416,12.0000,0.953096,12.0000
8800,2252800,256,0.915750,12.0000,0.941308,12.0000
8900,2278400,256,0.913998,12.0000,0.941599,12.0000
9000,2304000,256,0.921426,12.0000,0.952967,12.0000
9100,2329600,256,0.922944,12.0000,0.955118,12.0000
