iter,timestep,episodes,train_fidelity,train_pulses,eval_fidelity,eval_pulses
100,25600,256,0.551339,3.9176,0.596273,4.0000
200,51200,256,0.754047,4.9951,0.709513,5.0000
300,76800,256,0.836743,4.9995,0.751610,5.0000
400,102400,256,0.883029,5.0005,0.822797,5.0000
500,128000,256,0.904172,5.1798,0.878823,5.0000
600,153600,256,0.936466,5.3423,0.935114,5.5000
700,179200,256,0.927268,5.3769,0.957404,5.5000
800,204800,256,0.932626,5.4384,0.969418,5.5000
900,230400,256,0.950405,5.4591,0.975997,5.7500
1000,256000,256,0.951623,5.4573,0.978557,5.7500
1100,281600,256,0.944831,5.4562,0.950857,5.7500
1200,307200,256,0.951533,5.4794,0.975576,5.7500
1300,332800,256,0.958973,5.4655,0.983364,5.7500
1400,358400,256,0.951159,5.5177,0.972086,5.7500
1500,384000,256,0.951393,5.5255,0.943576,5.7500
1600,409600,256,0.957334,5.4432,0.952467,5.7500
1700,435200,256,0.953257,5.4870,0.956748,5.7500
1800,460800,256,0.952152,5.5435,0.949121,5.7500
1900,486400,256,0.954323,5.5533,0.966593,5.7500
2000,512000,256,0.953679,5.5374,0.971384,5.7500
2100,537600,256,0.960986,5.4619,0.945459,5.7500
2200,563200,256,0.962063,5.4789,0.934431,5.5000
2300,588800,256,0.960249,5.5265,0.960922,5.5000
2400,614400,256,0.967714,5.5023,0.973605,5.7500
2500,640000,256,0.964208,5.4628,0.962285,5.5000
2600,665600,256,0.954791,5.4546,0.974370,5.7500
2700,691200,256,0.970413,5.4865,0.951194,5.7500
2800,716800,256,0.957035,5.5246,0.966909,5.5000
2900,742400,256,0.974793,5.4830,0.960673,5.5000
3000,768000,256,0.961646,5.4841,0.959026,5.5000
3100,793600,256,0.975213,5.4863,0.963116,5.5000
3200,819200,256,0.961946,5.4586,0.962162,5.5000
3300,844800,256,0.962703,5.4861,0.960021,5.5000
3400,870400,256,0.969215,5.4196,0.963478,5.5000
3500,896000,256,0.970358,5.4341,0.963750,5.5000
3600,921600,256,0.960973,5.4311,0.964787,5.5000
3700,947200,256,0.970716,5.4333,0.956832,5.5000
