iter,timestep,episodes,train_fidelity,train_pulses,eval_fidelity,eval_pulses
100,25600,256,0.358315,12.0000,0.065246,12.0000
200,51200,256,0.502327,12.0000,0.068309,12.0000
300,76800,256,0.523366,12.0000,0.059189,12.0000
400,102400,256,0.617594,12.0000,0.082624,12.0000
500,128000,256,0.637560,12.0000,0.049486,12.0000
600,153600,256,0.664266,12.0000,0.054291,12.0000
700,179200,256,0.670523,12.0000,0.035207,12.0000
800,204800,256,0.705057,12.0000,0.038672,12.0000
900,230400,256,0.742039,12.0000,0.040834,12.0000
1000,256000,256,0.729399,12.0000,0.032111,12.0000
1100,281600,256,0.762846,12.0000,0.023626,12.0000
1200,307200,256,0.770642,12.0000,0.030345,12.0000
1300,332800,256,0.766171,12.0000,0.017369,12.0000
1400,358400,256,0.276514,12.0000,0.122551,12.0000
1500,384000,256,0.307178,12.0000,0.154296,12.0000
1600,409600,256,0.366811,12.0000,0.180344,12.0000
1700,435200,256,0.369814,12.0000,0.140970,12.0000
1800,460800,256,0.398808,12.0000,0.151790,12.0000
1900,486400,256,0.373644,12.0000,0.173958,12.0000
2000,512000,256,0.415602,12.0000,0.180335,12.0000
2100,537600,256,0.365146,12.0000,0.172728,12.0000
2200,563200,256,0.384345,12.0000,0.171439,12.0000
2300,588800,256,0.435237,12.0000,0.180292,12.0000
2400,614400,256,0.419625,12.0000,0.122450,12.0000
2500,640000,256,0.427327,12.0000,0.191798,12.0000
2600,665600,256,0.419003,12.0000,0.184876,12.0000
2700,691200,256,0.436750,12.0000,0.188121,12.0000
2800,716800,256,0.429717,12.0000,0.156652,12.0000
2900,742400,256,0.448949,12.0000,0.124845,12.0000
3000,768000,256,0.449595,12.0000,0.156160,12.0000
3100,793600,256,0.471235,12.0000,0.218678,12.0000
3200,819200,256,0.465910,12.0000,0.223131,12.0000
3300,844800,256,0.476067,12.0000,0.229231,12.0000
3400,870400,256,0.459781,12.0000,0.213651,12.0000
3500,896000,256,0.457738,12.0000,0.205016,12.0000
3600,921600,256,0.473206,12.0000,0.209230,12.0000
3700,947200,256,0.443977,12.0000,0.219771,12.0000
3800,972800,256,0.482527,12.0000,0.229627,12.0000
3900,998400,256,0.491919,12.0000,0.225245,12.0000
4000,1024000,256,0.487789,12.0000,0.248693,12.0000
4100,1049600,256,0.390993,12.0000,0.250020,12.0000
4200,1075200,256,0.402128,12.0000,0.241264,12.0000
4300,1100800,256,0.417947,12.0000,0.263178,12.0000
4400,1126400,256,0.425226,12.0000,0.243445,12.0000
4500,1152000,256,0.407636,12.0000,0.246039,12.0000
4600,1177600,256,0.409131,12.0000,0.233331,12.0000
4700,1203200,256,0.404219,12.0000,0.257588,12.0000
4800,1228800,256,0.441167,12.0000,0.224823,12.0000
4900,1254400,256,0.444192,12.0000,0.246884,12.0000
5000,1280000,256,0.420700,12.0000,0.258747,12.0000
5100,1305600,256,0.424305,12.0000,0.269298,12.0000
5200,1331200,256,0.436297,12.0000,0.229284,12.0000
5300,1356800,256,0.438836,12.0000,0.215487,12.0000
5400,1382400,256,0.460048,12.0000,0.262137,12.0000
5500,1408000,256,0.453416,12.0000,0.240389,12.0000
5600,1433600,256,0.453305,12.0000,0.249073,12.0000
5700,1459200,256,0.454260,12.0000,0.225650,12.0000
5800,1484800,256,0.466382,12.0000,0.239644,12.0000
5900,1510400,256,0.470607,12.0000,0.229314,12.0000
6000,1536000,256,0.452294,12.0000,0.248380,12.0000
6100,1561600,256,0.430104,12.0000,0.227316,12.0000
6200,1587200,256,0.474832,12.0000,0.237937,12.0000
6300,1612800,256,0.485632,12.0000,0.214771,12.0000
6400,1638400,256,0.454279,12.0000,0.221729,12.0000
6500,1664000,256,0.473219,12.0000,0.232786,12.0000
6600,1689600,256,0.456967,12.0000,0.233231,12.0000
6700,1715200,256,0.469063,12.0000,0.223716,12.0000
6800,1740800,256,0.495150,12.0000,0.227708,12.0000
6900,1766400,256,0.449544,12.0000,0.231872,12.0000
7000,1792000,256,0.457132,12.0000,0.219276,12.0000
7100,1817600,256,0.446074,12.0000,0.245218,12.0000
7200,1843200,256,0.449318,12.0000,0.241610,12.0000
7300,1868800,256,0.452900,12.0000,0.233784,12.0000
7400,1894400,256,0.442820,12.0000,0.254496,12.0000
7500,1920000,256,0.466626,12.0000,0.218494,12.0000
7600,1945600,256,0.454483,12.0000,0.217749,12.0000
7700,1971200,256,0.441780,12.0000,0.238692,12.0000
7800,1996800,256,0.443176,12.0000,0.231952,12.0000
7900,2022400,256,0.454134,12.0000,0.233041,12.0000
8000,2048000,256,0.441935,12.0000,0.209842,12.0000
8100,2073600,256,0.465975,12.0000,0.262856,12.0000
8200,2099200,256,0.461601,12.0000,0.218034,12.0000
8300,2124800,256,0.460473,12.0000,0.255124,12.0000
8400,2150400,256,0.465404,12.0000,0.220575,12.0000
8500,2176000,256,0.455847,12.0000,0.246579,12.0000
8600,2201600,256,0.447097,12.0000,0.249639,12.0000
8700,2227200,256,0.467025,12.0000,0.248637,12.0000
8800,2252800,256,0.473427,12.0000,0.241726,12.0000
8900,2278400,256,0.464474,12.0000,0.222808,12.0000
9000,2304000,256,0.466848,12.0000,0.240944,12.0000
9100,2329600,256,0.438533,12.0000,0.249851,12.0000
9200,2355200,256,0.472873,12.0000,0.249329,12.0000
9300,2380800,256,0.466910,12.0000,0.281445,12.0000
9400,2406400,256,0.465636,12.0000,0.254766,12.0000
9500,2432000,256,0.478366,12.0000,0.270737,12.0000
9600,2457600,256,0.459300,12.0000,0.239669,12.0000
9700,2483200,256,0.460744,12.0000,0.246563,12.0000
9800,2508800,256,0.448743,12.0000,0.268745,12.0000
9900,2534400,256,0.455577,12.0000,0.282827,12.0000
10000,2560000,256,0.462592,12.0000,0.285570,12.0000
