iter,timestep,episodes,train_dist,train_pulses,eval_dist,eval_pulses
662,1355776,111,14.217665,17.5405,,
663,1357824,113,14.253177,17.0885,,
664,1359872,125,14.258000,15.3760,,
665,1361920,123,14.173683,15.5935,13.554111,12.0000
666,1363968,119,14.176802,16.3109,,
667,1366016,129,14.054556,14.8217,,
668,1368064,101,14.195137,19.3564,,
669,1370112,121,14.201935,15.8017,,
670,1372160,118,14.228297,16.4746,13.966225,11.2500
671,1374208,125,13.971797,15.2960,,
672,1376256,110,14.082998,17.8000,,
673,1378304,114,14.092069,17.0088,,
674,1380352,121,14.062763,15.8430,,
675,1382400,119,14.231297,15.9412,13.566017,11.2500
676,1384448,126,14.250455,15.3016,,
677,1386496,117,14.142113,16.1880,,
678,1388544,119,14.257065,16.5630,,
679,1390592,100,13.974893,19.5200,,
680,1392640,110,14.326273,17.4545,14.111080,11.5000
681,1394688,117,14.114822,16.5641,,
682,1396736,105,14.242584,18.5619,,
683,1398784,125,14.146656,15.2480,,
684,1400832,111,14.065286,17.5225,,
685,1402880,119,14.212989,16.2689,13.845483,11.5000
686,1404928,118,14.218586,16.4576,,
687,1406976,123,14.382465,15.6260,,
688,1409024,106,14.293772,18.3585,,
689,1411072,109,14.243700,17.6422,,
690,1413120,132,14.079887,14.6136,14.476359,22.2500
691,1415168,115,14.217093,16.9043,,
692,1417216,108,14.282362,17.9815,,
693,1419264,124,14.106735,15.5081,,
694,1421312,113,14.070304,16.9027,,
695,1423360,120,14.022444,16.1167,14.157140,12.7500
696,1425408,102,14.047514,19.2647,,
697,1427456,105,14.043266,18.3810,,
698,1429504,114,14.287074,17.0175,,
699,1431552,108,14.087435,17.9352,,
700,1433600,120,14.240523,16.0250,13.722449,10.7500
701,1435648,127,13.976442,15.2047,,
702,1437696,121,14.295036,15.9174,,
703,1439744,126,14.151435,15.2381,,
704,1441792,127,14.255961,15.1339,,
705,1443840,117,14.131328,16.1026,13.809840,21.0000
706,1445888,114,14.104158,17.2632,,
707,1447936,115,13.986419,16.7565,,
708,1449984,130,14.319295,14.9077,,
709,1452032,118,14.015248,16.2881,,
710,1454080,106,14.226088,18.3868,14.568970,20.7500
711,1456128,123,14.245668,16.0325,,
712,1458176,126,14.159369,15.0873,,
713,1460224,111,14.157525,17.5495,,
714,1462272,129,14.275346,14.7132,,
715,1464320,135,14.248312,14.1704,13.659481,10.5000
716,1466368,129,14.362223,14.8682,,
717,1468416,114,14.338390,17.0351,,
718,1470464,140,14.091018,13.6429,,
719,1472512,118,14.371111,16.3051,,
720,1474560,126,14.072328,15.3413,13.917538,12.7500
721,1476608,123,14.100229,15.5772,,
722,1478656,113,13.931817,17.3363,,
723,1480704,125,14.233095,15.4080,,
724,1482752,121,14.241473,15.5620,,
725,1484800,129,14.171475,15.1550,14.353087,23.2500
726,1486848,134,14.161187,14.2910,,
727,1488896,140,14.148968,13.7143,,
728,1490944,141,14.212958,13.5461,,
729,1492992,131,14.290073,14.6412,,
730,1495040,128,14.289258,15.0391,13.320029,10.7500
731,1497088,132,14.152310,14.5682,,
732,1499136,134,14.242652,14.2687,,
733,1501184,126,14.241942,15.2619,,
734,1503232,135,14.208517,14.1481,,
735,1505280,119,13.978481,16.2941,14.352178,28.5000
736,1507328,130,14.382979,14.8308,,
737,1509376,136,14.190115,13.9926,,
738,1511424,117,14.361981,16.6410,,
739,1513472,118,14.148395,16.0000,,
740,1515520,119,14.246933,16.3697,13.797848,9.7500
741,1517568,135,14.123717,14.2000,,
742,1519616,117,14.431786,16.5299,,
743,1521664,136,14.249711,13.9338,,
744,1523712,140,14.096863,13.7143,,
745,1525760,132,14.169758,14.5455,14.436781,13.7500
746,1527808,126,14.240872,15.2460,,
747,1529856,127,14.201569,15.3228,,
748,1531904,128,14.283115,14.9844,,
749,1533952,133,14.023763,14.4211,,
750,1536000,123,14.168827,15.6504,14.127599,14.7500
751,1538048,124,14.176217,15.7339,,
752,1540096,127,14.411308,15.1496,,
753,1542144,137,14.268816,13.9343,,
754,1544192,139,14.207681,13.5396,,
755,1546240,140,14.358293,13.6786,14.073448,13.7500
756,1548288,137,14.232830,14.0438,,
757,1550336,134,14.201842,14.3433,,
758,1552384,124,14.117709,15.5000,,
759,1554432,123,14.268631,15.5528,,
760,1556480,146,14.180569,13.0753,13.970079,12.2500
761,1558528,124,14.329286,15.5806,,
762,1560576,113,14.085322,16.8850,,
763,1562624,126,14.107411,15.5397,,
764,1564672,133,14.203089,14.3459,,
765,1566720,122,14.232895,15.6721,13.793250,10.7500
766,1568768,134,14.250343,14.3209,,
767,1570816,134,14.192142,14.2015,,
768,1572864,128,14.174491,15.1172,,
769,1574912,131,14.158263,14.6183,,
770,1576960,138,14.337753,13.7174,14.010378,9.5000
771,1579008,118,14.179577,16.3983,,
772,1581056,126,14.390427,15.2460,,
773,1583104,129,14.037475,14.7442,,
774,1585152,130,14.120554,14.8692,,
775,1587200,118,14.226072,16.4068,14.027162,9.7500
776,1589248,128,14.048619,15.0234,,
777,1591296,120,14.127534,15.7833,,
778,1593344,116,14.268531,16.6983,,
779,1595392,117,14.201351,16.5812,,
780,1597440,151,14.315804,12.7417,14.124315,10.0000
781,1599488,149,14.227000,12.6376,,
782,1601536,128,14.126622,14.8516,,
783,1603584,133,14.303045,14.6692,,
784,1605632,136,14.348009,14.0809,,
785,1607680,118,14.271813,16.1186,13.617750,8.7500
786,1609728,149,14.163700,12.7785,,
787,1611776,137,14.100037,13.8540,,
788,1613824,136,14.055779,14.0368,,
789,1615872,131,14.250711,14.7634,,
790,1617920,151,14.262754,12.5629,13.892745,9.2500
791,1619968,152,14.186477,12.3882,,
792,1622016,132,14.192020,14.5000,,
793,1624064,142,14.106036,13.6127,,
794,1626112,142,14.071577,13.4225,,
795,1628160,139,14.417476,13.6763,14.637454,8.5000
796,1630208,142,14.231812,13.2394,,
797,1632256,126,14.331779,15.3175,,
798,1634304,136,14.162854,14.1838,,
799,1636352,147,13.960714,12.9932,,
800,1638400,126,14.386106,15.2460,13.346212,29.0000
801,1640448,141,14.106613,13.6099,,
802,1642496,133,14.029730,14.3985,,
803,1644544,138,14.154453,13.9638,,
804,1646592,136,14.161389,14.1838,,
805,1648640,136,14.304309,13.9412,13.968194,9.0000
806,1650688,132,14.192269,14.5379,,
807,1652736,147,14.127001,12.9184,,
808,1654784,143,13.991497,13.3566,,
809,1656832,135,14.128614,14.1778,,
810,1658880,132,14.261504,14.4848,13.754381,8.0000
811,1660928,141,14.235359,13.5248,,
812,1662976,129,14.150075,14.6279,,
813,1665024,135,14.317852,14.4148,,
814,1667072,128,14.142279,15.0078,,
815,1669120,133,14.070830,14.4211,13.822950,9.2500
816,1671168,120,14.394387,15.8750,,
817,1673216,140,14.292862,13.8214,,
818,1675264,140,14.202626,13.6286,,
819,1677312,127,14.194634,15.1732,,
820,1679360,131,14.151112,14.3588,14.732360,12.7500
821,1681408,125,14.159676,15.5280,,
822,1683456,126,14.231931,15.2698,,
823,1685504,136,14.174995,14.0294,,
824,1687552,147,14.202048,12.9796,,
825,1689600,142,14.171093,13.4155,14.035311,11.2500
826,1691648,143,14.155470,13.4545,,
827,1693696,141,14.157528,13.4894,,
828,1695744,130,14.238310,14.7615,,
829,1697792,127,14.151645,15.1575,,
830,1699840,137,14.121283,13.9124,14.339328,8.5000
831,1701888,147,14.250635,12.9184,,
832,1703936,137,14.209503,13.9781,,
833,1705984,145,14.275033,13.1448,,
834,1708032,138,14.228475,13.8478,,
835,1710080,155,14.335391,12.2065,13.431474,19.0000
836,1712128,141,14.431920,13.4184,,
837,1714176,149,14.277116,12.9128,,
838,1716224,130,14.372726,14.7462,,
839,1718272,141,14.356683,13.3759,,
840,1720320,152,14.212497,12.4145,14.520831,9.5000
841,1722368,145,14.159061,13.1241,,
842,1724416,130,14.410752,14.8077,,
843,1726464,169,14.151069,11.1065,,
844,1728512,137,14.189649,13.9197,,
845,1730560,146,14.312505,13.0411,14.527259,9.2500
846,1732608,137,14.030098,13.9927,,
847,1734656,148,14.164760,12.8176,,
848,1736704,140,14.272459,13.6500,,
849,1738752,148,14.046138,12.6824,,
850,1740800,154,14.170237,12.2013,13.617936,8.0000
851,1742848,156,14.077983,12.1538,,
852,1744896,140,14.181639,13.5929,,
853,1746944,173,14.255229,10.8324,,
854,1748992,175,14.085793,10.7143,,
855,1751040,166,14.188102,11.2711,14.031303,18.7500
856,1753088,153,14.069891,12.4118,,
857,1755136,155,14.135781,12.1742,,
858,1757184,152,14.087777,12.2566,,
859,1759232,158,14.090400,12.2089,,
860,1761280,152,14.122327,12.4671,14.389178,17.7500
861,1763328,171,14.146705,11.0117,,
862,1765376,156,14.136113,12.0962,,
863,1767424,142,14.223629,13.4225,,
864,1769472,143,14.130808,13.3357,,
865,1771520,140,14.213275,13.5857,14.412534,18.0000
866,1773568,159,14.161368,11.8428,,
867,1775616,148,14.048270,12.6216,,
868,1777664,153,14.054035,12.5229,,
869,1779712,158,14.128773,12.1076,,
870,1781760,156,14.188551,12.1154,14.270097,18.0000
871,1783808,165,14.293370,11.3152,,
872,1785856,164,14.084008,11.6220,,
873,1787904,169,14.098874,11.1183,,
874,1789952,153,13.961975,12.2745,,
875,1792000,145,14.121503,13.2069,13.582524,18.0000
876,1794048,159,14.216543,11.8805,,
877,1796096,168,14.242691,11.2202,,
878,1798144,168,13.878830,11.0357,,
879,1800192,154,14.101599,12.4545,,
880,1802240,149,14.194565,12.7517,14.960820,10.5000
881,1804288,166,14.323704,11.3916,,
882,1806336,141,14.127957,13.4539,,
883,1808384,182,14.191213,10.2692,,
884,1810432,159,14.130719,11.8742,,
885,1812480,156,14.233818,12.1603,14.132143,18.2500
886,1814528,143,14.239737,13.3357,,
887,1816576,159,14.181403,11.9057,,
888,1818624,158,14.152511,11.9494,,
889,1820672,154,13.996165,12.2922,,
890,1822720,151,14.124167,12.5894,14.573418,12.0000
891,1824768,142,14.250310,13.3380,,
892,1826816,153,14.134451,12.4902,,
893,1828864,159,14.259137,11.7673,,
894,1830912,161,14.255103,11.8447,,
895,1832960,141,14.120130,13.3830,14.646722,17.7500
896,1835008,157,14.317526,12.0764,,
897,1837056,146,14.076322,13.0068,,
898,1839104,133,14.386757,14.4060,,
899,1841152,145,14.204105,13.1034,,
900,1843200,157,14.402017,11.8408,14.069582,17.7500
901,1845248,139,14.229048,13.7266,,
902,1847296,159,14.105150,11.8365,,
903,1849344,143,14.271224,13.4056,,
904,1851392,144,14.237362,13.1667,,
905,1853440,152,14.190671,12.5263,14.472279,17.7500
906,1855488,134,14.164405,14.2761,,
907,1857536,159,14.319449,11.9119,,
908,1859584,145,14.096243,13.0552,,
909,1861632,155,14.127619,12.2839,,
910,1863680,157,14.219064,11.8917,13.851012,7.2500
911,1865728,155,14.266248,12.2065,,
912,1867776,142,14.214158,13.4225,,
913,1869824,153,14.172536,12.3660,,
914,1871872,143,14.194194,13.0490,,
915,1873920,158,14.184191,12.2278,15.082088,8.5000
916,1875968,152,14.092225,12.5132,,
917,1878016,159,14.207961,11.8679,,
918,1880064,141,14.273000,13.5035,,
919,1882112,167,14.242900,11.2754,,
920,1884160,163,14.317871,11.5031,14.665854,17.0000
921,1886208,146,14.082630,13.0205,,
922,1888256,153,14.178625,12.3856,,
923,1890304,140,14.021489,13.6714,,
924,1892352,133,14.087763,14.3835,,
925,1894400,161,14.223874,11.5342,13.326805,6.7500
926,1896448,141,14.169438,13.5177,,
927,1898496,155,14.211231,12.2452,,
928,1900544,142,14.205093,13.1549,,
929,1902592,171,14.239355,11.1930,,
930,1904640,165,14.250902,11.2970,14.988927,29.5000
931,1906688,167,14.172023,11.1916,,
932,1908736,163,14.106966,11.6994,,
933,1910784,169,14.125583,11.0710,,
934,1912832,170,14.204275,11.0824,,
935,1914880,161,14.011436,11.5590,13.101974,6.2500
936,1916928,163,14.101450,11.5337,,
937,1918976,169,14.253185,11.1657,,
938,1921024,170,14.200282,10.8412,,
939,1923072,168,14.121372,11.4048,,
940,1925120,163,14.172299,11.3865,14.277266,8.2500
941,1927168,154,14.241504,12.2792,,
942,1929216,134,14.099820,13.9925,,
943,1931264,150,13.976356,12.9667,,
944,1933312,159,14.054442,11.6164,,
945,1935360,163,14.310527,11.7914,13.410709,6.0000
946,1937408,170,14.316227,11.0824,,
947,1939456,144,14.205328,13.1944,,
948,1941504,143,14.145617,13.1538,,
949,1943552,156,14.195058,12.2821,,
950,1945600,157,14.066282,11.8726,13.265775,6.5000
951,1947648,180,14.171488,10.4056,,
952,1949696,153,14.160947,12.3856,,
953,1951744,159,14.042105,11.8742,,
954,1953792,159,14.111402,11.8616,,
955,1955840,144,14.023520,13.2569,14.322556,8.5000
956,1957888,164,14.299251,11.5610,,
957,1959936,162,14.105795,11.6420,,
958,1961984,161,14.167422,11.7143,,
959,1964032,168,14.141676,11.2143,,
960,1966080,125,14.195501,15.2640,13.481528,17.0000
961,1968128,148,14.328475,12.8514,,
962,1970176,145,14.194427,13.1448,,
963,1972224,167,14.301554,11.2335,,
964,1974272,176,14.140598,10.6477,,
965,1976320,152,14.001871,12.4276,14.256887,6.0000
966,1978368,158,14.041688,11.9747,,
967,1980416,148,14.202118,12.8514,,
968,1982464,154,14.167745,12.2727,,
969,1984512,146,14.277659,12.8630,,
970,1986560,162,14.106103,11.7778,12.786145,6.0000
971,1988608,159,14.296604,11.9057,,
972,1990656,145,14.282069,13.0552,,
973,1992704,167,14.121812,11.2216,,
974,1994752,160,14.176150,11.7750,,
975,1996800,170,14.218909,11.1471,13.452531,6.0000
976,1998848,145,14.032167,13.1034,,
977,2000896,142,14.221637,13.2183,,
978,2002944,151,14.013048,12.7483,,
979,2004992,160,14.170421,11.8125,,
980,2007040,167,14.111196,11.2994,14.586095,6.5000
981,2009088,153,14.080971,12.4248,,
982,2011136,151,14.292565,12.4636,,
983,2013184,154,14.253461,12.3182,,
984,2015232,155,14.146296,11.9871,,
985,2017280,174,14.166806,11.0517,12.989340,7.0000
986,2019328,177,14.283205,10.6215,,
987,2021376,151,14.291189,12.5166,,
988,2023424,154,14.342330,12.2662,,
989,2025472,170,14.209346,11.1176,,
990,2027520,153,14.109998,12.3137,13.632089,6.5000
991,2029568,178,14.139777,10.5337,,
992,2031616,160,14.172152,11.6250,,
993,2033664,136,14.208928,14.1838,,
994,2035712,151,14.338913,12.5894,,
995,2037760,177,14.199194,10.6102,14.607765,16.5000
996,2039808,159,13.879726,11.9057,,
997,2041856,161,14.134763,11.7205,,
998,2043904,148,14.049719,12.5405,,
999,2045952,179,14.135788,10.6536,,
1000,2048000,178,14.220779,10.4888,13.380660,6.5000
1001,2050048,164,14.242568,11.4573,,
1002,2052096,153,14.147332,12.4052,,
1003,2054144,152,14.255056,12.4013,,
1004,2056192,169,14.131920,11.2071,,
1005,2058240,171,14.226459,11.0000,13.884549,19.5000
1006,2060288,182,14.171481,10.1484,,
1007,2062336,191,14.321262,9.8953,,
1008,2064384,150,14.241802,12.4067,,
1009,2066432,176,14.122982,10.5852,,
1010,2068480,165,14.113078,11.4970,14.123627,6.2500
1011,2070528,170,14.331006,10.8412,,
1012,2072576,150,14.225151,12.7267,,
1013,2074624,185,14.141672,10.1892,,
1014,2076672,182,14.074510,10.1429,,
1015,2078720,165,14.233675,11.5030,13.572741,17.0000
1016,2080768,192,14.177960,9.6771,,
1017,2082816,185,14.154874,9.9297,,
1018,2084864,178,14.188933,10.4270,,
1019,2086912,179,14.110984,10.6983,,
1020,2088960,176,14.082506,10.6307,13.059679,6.2500
1021,2091008,177,14.138980,10.5932,,
1022,2093056,163,14.270949,11.5276,,
1023,2095104,146,14.150884,13.0685,,
1024,2097152,150,14.046196,12.6533,,
1025,2099200,187,14.105609,9.9358,14.173399,6.2500
1026,2101248,162,14.155712,11.7037,,
1027,2103296,132,14.124799,14.3333,,
1028,2105344,143,14.235474,13.4685,,
1029,2107392,149,14.396420,12.7584,,
1030,2109440,172,14.148380,10.7849,14.716778,5.0000
1031,2111488,162,14.136269,11.6296,,
1032,2113536,175,14.190580,10.7371,,
1033,2115584,165,14.081886,11.4000,,
1034,2117632,180,14.142423,10.3944,,
1035,2119680,162,14.237253,11.6358,14.586795,6.2500
1036,2121728,153,14.172741,12.3203,,
1037,2123776,170,14.368280,11.1000,,
1038,2125824,166,14.267554,11.3434,,
1039,2127872,177,14.320787,10.5141,,
1040,2129920,174,14.174118,10.8391,13.772626,5.2500
1041,2131968,162,14.090493,11.6173,,
1042,2134016,161,14.330446,11.7640,,
1043,2136064,178,14.238454,10.4831,,
1044,2138112,175,14.242904,10.5314,,
1045,2140160,169,14.175247,11.2604,12.837227,5.7500
1046,2142208,168,14.289014,11.1250,,
1047,2144256,146,14.214491,13.1370,,
1048,2146304,183,14.261109,10.0546,,
1049,2148352,155,14.291464,12.2903,,
1050,2150400,178,14.031610,10.5787,13.818137,5.2500
1051,2152448,192,14.010225,9.4375,,
1052,2154496,174,14.109503,10.9713,,
1053,2156544,205,14.187532,9.0585,,
1054,2158592,211,14.149736,8.6730,,
1055,2160640,191,14.028175,9.5079,14.380647,4.2500
1056,2162688,232,14.157109,7.8405,,
1057,2164736,202,14.293819,9.1386,,
1058,2166784,191,14.120319,9.6126,,
1059,2168832,240,14.090814,7.6208,,
1060,2170880,181,14.167719,10.0773,13.490747,4.0000
1061,2172928,193,14.291990,9.6321,,
1062,2174976,180,13.979046,10.2667,,
1063,2177024,182,14.316981,10.3462,,
1064,2179072,191,14.212265,9.7225,,
1065,2181120,187,14.158967,9.9465,14.697944,15.7500
1066,2183168,169,14.163091,11.1124,,
1067,2185216,222,14.255214,8.2297,,
1068,2187264,195,14.160155,9.4513,,
1069,2189312,183,14.170793,10.0984,,
1070,2191360,205,14.064411,9.0829,14.760795,4.0000
1071,2193408,190,14.225191,9.7789,,
1072,2195456,202,14.176876,9.0842,,
1073,2197504,202,14.141920,9.2079,,
1074,2199552,199,14.142310,9.2915,,
1075,2201600,187,14.157115,9.9465,14.553447,7.7500
1076,2203648,175,14.112111,10.8057,,
1077,2205696,194,14.318923,9.5155,,
1078,2207744,202,14.077649,9.1832,,
1079,2209792,229,14.177618,7.8996,,
1080,2211840,230,14.274204,7.9304,14.617670,16.5000
1081,2213888,189,14.191007,10.0582,,
1082,2215936,212,14.080722,8.6934,,
1083,2217984,176,14.135938,10.4261,,
1084,2220032,189,14.160193,10.0000,,
1085,2222080,225,14.335222,8.0933,14.317492,6.2500
1086,2224128,207,14.097915,8.9034,,
1087,2226176,220,14.071091,8.3045,,
1088,2228224,220,14.309150,8.3455,,
1089,2230272,197,14.212593,9.3909,,
1090,2232320,209,14.118183,8.7990,13.766673,7.2500
1091,2234368,198,14.086952,9.2727,,
1092,2236416,212,14.275454,8.7925,,
1093,2238464,181,14.190317,10.3204,,
1094,2240512,213,14.087281,8.6056,,
1095,2242560,218,14.181258,8.3349,14.713654,6.0000
1096,2244608,211,14.104079,8.7014,,
1097,2246656,208,14.238980,8.8654,,
1098,2248704,204,14.274157,9.0441,,
1099,2250752,218,14.224121,8.3853,,
1100,2252800,198,14.328016,9.3434,14.271608,4.7500
1101,2254848,209,14.228323,8.8278,,
1102,2256896,203,14.215114,9.0788,,
1103,2258944,201,14.076495,8.9701,,
1104,2260992,198,14.020327,9.5758,,
1105,2263040,195,14.116324,9.4923,13.161578,15.7500
1106,2265088,197,14.247527,9.4162,,
1107,2267136,196,14.232433,9.4337,,
1108,2269184,209,14.176034,8.7560,,
1109,2271232,224,14.162334,8.1205,,
1110,2273280,198,14.248927,9.3030,14.954273,6.7500
1111,2275328,203,14.264221,9.1626,,
1112,2277376,192,14.095280,9.6458,,
1113,2279424,211,14.120413,8.6919,,
1114,2281472,198,14.221792,9.3384,,
1115,2283520,225,14.222507,7.9689,15.373353,4.7500
1116,2285568,211,14.082372,8.7109,,
1117,2287616,209,14.182718,8.7273,,
1118,2289664,202,14.265676,9.0644,,
1119,2291712,258,14.147625,7.0465,,
1120,2293760,225,14.191482,7.9378,13.929730,4.2500
1121,2295808,236,14.099366,7.6483,,
1122,2297856,240,14.040743,7.5958,,
1123,2299904,209,14.287412,8.7990,,
1124,2301952,262,14.081599,6.8092,,
1125,2304000,242,14.083248,7.4587,14.829826,3.5000
1126,2306048,237,14.220859,7.6498,,
1127,2308096,271,14.138831,6.5461,,
1128,2310144,236,13.991532,7.5975,,
1129,2312192,249,14.199554,7.3213,,
1130,2314240,227,14.152092,8.0044,14.393823,3.5000
1131,2316288,254,14.274879,7.0827,,
1132,2318336,262,14.132037,6.8130,,
1133,2320384,246,14.095276,7.3089,,
1134,2322432,255,14.170279,6.8980,,
1135,2324480,269,14.033264,6.7249,14.114357,3.7500
1136,2326528,247,14.197025,7.2955,,
1137,2328576,253,14.119070,6.9407,,
1138,2330624,282,14.070957,6.3972,,
1139,2332672,260,14.226509,6.8885,,
1140,2334720,256,14.072395,6.9961,13.421190,3.0000
1141,2336768,242,14.245346,7.4711,,
1142,2338816,251,14.129101,7.1594,,
1143,2340864,252,14.118266,7.1190,,
1144,2342912,225,14.258668,8.1022,,
1145,2344960,198,14.149327,9.3535,14.202801,3.5000
1146,2347008,260,14.213144,6.8115,,
1147,2349056,231,14.282837,7.9394,,
1148,2351104,245,14.259356,7.2571,,
1149,2353152,227,14.238900,8.1233,,
1150,2355200,278,14.126000,6.3705,14.136723,3.0000
1151,2357248,268,14.134021,6.6418,,
1152,2359296,284,14.226039,6.2148,,
1153,2361344,269,14.158381,6.6208,,
1154,2363392,270,14.144687,6.5741,,
1155,2365440,247,14.283961,7.2632,14.090350,3.5000
1156,2367488,242,14.268834,7.4711,,
1157,2369536,277,14.148965,6.3935,,
1158,2371584,263,14.067586,6.7909,,
1159,2373632,262,14.053152,6.8015,,
1160,2375680,268,14.256191,6.6567,14.703619,3.5000
1161,2377728,267,14.047641,6.5955,,
1162,2379776,248,14.177842,7.3468,,
1163,2381824,263,14.193392,6.7795,,
1164,2383872,250,14.126307,7.2040,,
1165,2385920,263,14.154806,6.7871,14.222285,5.7500
1166,2387968,240,14.132792,7.5208,,
1167,2390016,291,14.115771,6.0722,,
1168,2392064,256,14.236129,7.0000,,
1169,2394112,265,14.135425,6.7132,,
1170,2396160,259,13.976130,6.9228,14.573309,15.2500
1171,2398208,294,14.208059,6.1259,,
1172,2400256,249,14.122498,7.2209,,
1173,2402304,250,14.209538,7.2080,,
1174,2404352,313,14.064538,5.5304,,
1175,2406400,271,14.071061,6.5387,13.630836,3.2500
1176,2408448,301,14.069529,5.8040,,
1177,2410496,269,14.240979,6.6245,,
1178,2412544,267,14.226221,6.6592,,
1179,2414592,265,14.217694,6.7208,,
1180,2416640,260,14.218085,6.8885,14.066312,8.0000
1181,2418688,270,14.252036,6.5926,,
1182,2420736,265,14.048222,6.7245,,
1183,2422784,258,14.179422,6.8915,,
1184,2424832,244,14.182068,7.3689,,
1185,2426880,261,14.143858,6.9195,14.296628,3.0000
1186,2428928,312,14.178820,5.5609,,
1187,2430976,287,14.151425,6.1289,,
1188,2433024,287,14.241123,6.1498,,
1189,2435072,312,14.067598,5.5705,,
1190,2437120,311,14.069708,5.5338,14.438324,2.7500
1191,2439168,254,14.176083,7.0669,,
1192,2441216,287,14.212708,6.1359,,
1193,2443264,301,14.030938,5.7940,,
1194,2445312,319,14.135264,5.3856,,
1195,2447360,283,14.207707,6.2968,14.605417,2.2500
1196,2449408,343,14.055597,4.9738,,
1197,2451456,299,14.185796,5.8194,,
1198,2453504,282,14.221812,6.2979,,
1199,2455552,296,14.146861,5.9189,,
1200,2457600,335,14.092154,5.1045,14.655736,2.0000
1201,2459648,285,14.090574,6.1789,,
1202,2461696,260,14.203120,6.8846,,
1203,2463744,274,14.139157,6.4781,,
1204,2465792,248,14.141696,7.2581,,
1205,2467840,319,14.157975,5.4169,14.281575,2.2500
1206,2469888,253,14.283186,7.0909,,
1207,2471936,320,14.204788,5.3031,,
1208,2473984,290,14.160478,6.0690,,
1209,2476032,319,14.126334,5.5110,,
1210,2478080,305,14.143572,5.7180,13.979278,3.0000
1211,2480128,299,14.161245,5.7625,,
1212,2482176,304,14.211653,5.8388,,
1213,2484224,270,14.054582,6.5630,,
1214,2486272,292,14.170708,6.0274,,
1215,2488320,311,14.152059,5.5884,14.611508,3.5000
1216,2490368,306,14.153105,5.7026,,
1217,2492416,294,14.175823,5.9796,,
1218,2494464,274,14.143641,6.4745,,
1219,2496512,273,14.087008,6.4762,,
1220,2498560,291,14.199565,6.0275,14.141727,2.0000
1221,2500608,310,14.006224,5.5806,,
1222,2502656,300,14.167743,5.8433,,
1223,2504704,224,14.128738,8.1384,,
1224,2506752,310,14.195977,5.5548,,
1225,2508800,325,14.144406,5.3692,15.066347,4.0000
1226,2510848,313,14.116414,5.5431,,
1227,2512896,291,13.991969,6.0687,,
1228,2514944,220,14.139784,8.3000,,
1229,2516992,303,14.203935,5.7360,,
1230,2519040,284,14.146728,6.2077,14.192362,2.7500
1231,2521088,259,14.131666,6.8764,,
1232,2523136,279,14.123658,6.3584,,
1233,2525184,300,14.245521,5.7367,,
1234,2527232,268,14.226338,6.7388,,
1235,2529280,328,14.119877,5.2652,14.105662,3.0000
1236,2531328,324,14.215428,5.3302,,
1237,2533376,242,14.131334,7.2645,,
1238,2535424,287,14.226126,6.2997,,
1239,2537472,303,14.084930,5.7591,,
1240,2539520,287,14.220058,6.1429,14.368506,6.2500
1241,2541568,301,14.134100,5.8605,,
1242,2543616,315,14.203077,5.5048,,
1243,2545664,291,14.155116,5.9656,,
1244,2547712,298,14.069345,5.9329,,
1245,2549760,337,14.152117,5.0801,14.475834,5.5000
1246,2551808,271,14.236087,6.5978,,
1247,2553856,305,14.238531,5.6426,,
1248,2555904,258,14.274472,7.0310,,
1249,2557952,347,14.190574,4.9020,,
1250,2560000,294,14.110229,5.9694,14.571122,3.0000
1251,2562048,311,14.091973,5.5949,,
1252,2564096,282,14.148489,6.2660,,
1253,2566144,329,14.038160,5.2219,,
1254,2568192,291,14.089039,6.0309,,
1255,2570240,280,14.165753,6.3143,14.021081,3.0000
1256,2572288,292,14.053205,5.8973,,
1257,2574336,304,14.077722,5.7632,,
1258,2576384,291,14.115153,5.9863,,
1259,2578432,277,14.079983,6.5523,,
1260,2580480,328,14.134663,5.2348,14.695528,2.2500
1261,2582528,347,14.059270,4.9078,,
1262,2584576,342,14.131508,4.9591,,
1263,2586624,308,14.079311,5.6786,,
1264,2588672,296,14.261599,5.9122,,
1265,2590720,315,14.122396,5.5111,13.783488,3.0000
1266,2592768,321,14.137866,5.3583,,
1267,2594816,305,14.173023,5.7311,,
1268,2596864,301,14.171706,5.8073,,
1269,2598912,290,14.222193,6.0724,,
1270,2600960,320,14.209296,5.4000,14.541732,2.5000
1271,2603008,342,14.036526,4.9912,,
1272,2605056,329,14.151378,5.2280,,
1273,2607104,316,14.152295,5.4778,,
1274,2609152,314,14.151592,5.5127,,
1275,2611200,347,14.064038,4.8732,14.079738,3.0000
1276,2613248,293,14.021908,5.9898,,
1277,2615296,330,14.327142,5.1879,,
1278,2617344,289,14.104001,6.0484,,
1279,2619392,296,14.293726,5.9696,,
1280,2621440,293,14.119136,5.8976,13.831970,3.0000
1281,2623488,310,14.181015,5.5903,,
1282,2625536,297,14.164179,5.9158,,
1283,2627584,308,14.179134,5.6526,,
1284,2629632,299,14.134616,5.6957,,
1285,2631680,351,14.275405,4.9373,15.123150,3.2500
1286,2633728,291,14.100426,6.0412,,
1287,2635776,341,14.189250,5.0029,,
1288,2637824,313,14.107670,5.5463,,
1289,2639872,302,14.267020,5.7748,,
1290,2641920,332,14.034237,5.1747,14.319818,2.5000
1291,2643968,342,14.187564,4.9912,,
1292,2646016,358,14.338928,4.7207,,
1293,2648064,313,14.147018,5.5335,,
1294,2650112,323,14.147172,5.3498,,
