iter,timestep,episodes,train_fidelity,train_pulses,eval_fidelity,eval_pulses
1,3200,1,0.880572,10.0000,,
2,6400,1,0.835146,10.0000,,
3,9600,1,0.771714,10.0000,,
4,12800,1,0.790665,10.0000,,
5,16000,1,0.833660,10.0000,0.108234,30.0000
6,19200,1,0.786366,10.0000,,
7,22400,1,0.790495,10.0000,,
8,25600,1,0.848399,10.0000,,
9,28800,1,0.755500,10.0000,,
10,32000,1,0.789238,10.0000,0.068213,30.0000
11,35200,1,0.905234,10.0000,,
12,38400,1,0.756722,10.0000,,
13,41600,1,0.873840,10.0000,,
14,44800,1,0.832977,10.0000,,
15,48000,1,0.846162,10.0000,0.134651,30.0000
16,51200,1,0.864152,10.0000,,
17,54400,1,0.824610,10.0000,,
18,57600,1,0.783690,10.0000,,
19,60800,1,0.751451,10.0000,,
20,64000,1,0.799743,10.0000,0.135721,30.0000
21,67200,1,0.919094,10.0000,,
22,70400,1,0.741616,10.0000,,
23,73600,1,0.619849,10.0000,,
24,76800,1,0.916503,10.0000,,
25,80000,1,0.820444,10.0000,0.071379,30.0000
26,83200,1,0.834267,10.0000,,
27,86400,1,0.830139,10.0000,,
28,89600,1,0.913444,10.0000,,
29,92800,1,0.843730,10.0000,,
30,96000,1,0.919767,10.0000,0.078099,30.0000
31,99200,1,0.829704,10.0000,,
32,102400,1,0.872893,10.0000,,
33,105600,1,0.695601,10.0000,,
34,108800,1,0.804544,10.0000,,
35,112000,1,0.804153,10.0000,0.121296,30.0000
36,115200,1,0.809742,10.0000,,
37,118400,1,0.900460,10.0000,,
38,121600,1,0.832178,10.0000,,
39,124800,1,0.695917,10.0000,,
40,128000,1,0.813190,10.0000,0.187614,30.0000
41,131200,1,0.924389,10.0000,,
42,134400,1,0.762539,10.0000,,
43,137600,1,0.855069,10.0000,,
44,140800,1,0.796300,10.0000,,
45,144000,1,0.818040,10.0000,0.164976,30.0000
46,147200,1,0.797575,10.0000,,
47,150400,1,0.796142,10.0000,,
48,153600,1,0.793158,10.0000,,
49,156800,1,0.833605,10.0000,,
50,160000,1,0.775435,10.0000,0.181104,30.0000
51,163200,1,0.838528,10.0000,,
52,166400,1,0.825176,10.0000,,
